"ratID","des_days","muscle","cycle","data"
"rat24",-1,"RF",111,1.0492907245251
"rat24",-1,"RF",112,1.03066682122431
"rat24",-1,"RF",113,1.14215949075989
"rat24",-1,"RF",114,0.970135938819755
"rat24",-1,"RF",115,0.884271772489709
"rat24",-1,"RF",116,0.690233466583669
"rat24",-1,"RF",117,0.67979895898322
"rat24",-1,"RF",118,0.602143200629578
"rat24",-1,"RF",120,0.976483415395012
"rat24",-1,"RF",121,0.721708468674024
"rat24",-1,"RF",122,0.891887837707629
"rat24",-1,"RF",123,0.784165716512973
"rat24",-1,"RF",124,0.754878205687961
"rat24",-1,"RF",125,0.74197577082035
"rat24",-1,"RF",126,0.913165751072772
"rat24",-1,"RF",127,0.611855591524623
"rat24",-1,"VM",1,1.25316151495983
"rat24",-1,"VM",2,0.774564456787735
