"ratID","des_days","feature","cycle","data"
"rat25",-1,"percentage_stance",18,0.736111111111114
"rat25",-1,"percentage_stance",19,0.69642857142857
"rat25",-1,"percentage_stance",20,0.624999999999989
"rat25",-1,"percentage_stance",21,0.739130434782626
"rat25",-1,"percentage_stance",22,0.796875000000007
"rat25",-1,"percentage_stance",23,0.6279069767442
"rat25",-1,"percentage_stance",24,0.704918032786874
"rat25",-1,"percentage_stance",25,0.714285714285724
"rat25",-1,"percentage_stance",26,0.593220338983062
"rat25",-1,"percentage_stance",27,0.690909090909086
"rat25",-1,"percentage_stance",28,0.736842105263151
"rat25",-1,"percentage_stance",29,0.716666666666661
"rat25",-1,"percentage_stance",30,0.688524590163938
"rat25",-1,"percentage_stance",31,0.704918032786897
"rat25",-1,"percentage_stance",35,0.698113207547177
"rat25",-1,"percentage_stance",36,0.74468085106385
"rat25",-1,"percentage_stance",37,0.676923076923068
"rat25",-1,"percentage_stance",38,0.729166666666649
"rat25",-1,"percentage_stance",39,0.738461538461532
"rat25",-1,"percentage_stance",40,0.678571428571418
"rat25",-1,"percentage_stance",41,0.728571428571433
"rat25",-1,"percentage_stance",42,0.781249999999999
"rat25",-1,"percentage_stance",43,0.596153846153855
"rat25",-1,"percentage_stance",46,0.679999999999978
"rat25",-1,"percentage_stance",47,0.804347826086946
"rat25",-1,"percentage_stance",48,0.646153846153843
"rat25",-1,"percentage_stance",49,0.684210526315799
"rat25",-1,"percentage_stance",52,0.53658536585366
"rat25",-1,"percentage_stance",55,0.534883720930251
"rat25",-1,"percentage_stance",56,0.729729729729748
"rat25",-1,"percentage_stance",57,0.74666666666667
"rat25",-1,"percentage_stance",58,0.666666666666656
"rat25",-1,"percentage_stance",59,0.725490196078453
"rat25",-1,"percentage_stance",60,0.66101694915254
"rat25",-1,"percentage_stance",61,0.724137931034488
"rat25",-1,"percentage_stance",62,0.706829268292663
"rat25",-1,"percentage_stance",63,0.79411764705882
"rat25",-1,"percentage_stance",64,0.666666666666667
"rat25",-1,"percentage_stance",65,0.72717351764279
"rat25",-1,"percentage_stance",66,0.765625000000014
"rat25",-1,"percentage_stance",67,0.666666666666675
"rat25",-1,"percentage_stance",68,0.727272727272716
"rat25",-1,"percentage_stance",69,0.822580645161293
"rat25",-1,"percentage_stance",70,0.608695652173924
"rat25",-1,"percentage_stance",71,0.734693877551006
"rat25",-1,"percentage_stance",72,0.734939759036145
"rat25",-1,"percentage_stance",73,0.697674418604657
"rat25",-1,"percentage_stance",74,0.66666666666668
"rat25",-1,"percentage_stance",75,0.725806451612902
"rat25",-1,"percentage_stance",78,0.521739130434779
"rat25",-1,"percentage_stance",79,0.80645161290322
"rat25",-1,"percentage_stance",80,0.630434782608687
"rat25",-1,"percentage_stance",86,0.673469387755096
"rat25",-1,"percentage_stance",87,0.538461538461538
"rat25",-1,"percentage_stance",88,0.740740740740762
"rat25",-1,"percentage_stance",89,0.769230769230763
"rat25",-1,"percentage_stance",90,0.777777777777785
"rat25",-1,"percentage_stance",91,0.74242424242426
"rat25",-1,"percentage_stance",92,0.689655172413788
"rat25",-1,"percentage_stance",93,0.7441860465116
"rat25",-1,"percentage_stance",94,0.76829268292683
"rat25",-1,"percentage_stance",95,0.679245283018892
"rat25",-1,"percentage_stance",96,0.777777777777766
"rat25",-1,"percentage_stance",97,0.79032258064517
"rat25",-1,"percentage_stance",98,0.653846153846148
"rat25",-1,"percentage_stance",101,0.633333333333332
"rat25",1,"percentage_stance",20,0.704918032786874
"rat25",1,"percentage_stance",21,0.559322033898312
"rat25",1,"percentage_stance",22,0.627118644067801
"rat25",1,"percentage_stance",23,0.631578947368412
"rat25",1,"percentage_stance",24,0.634920634920626
"rat25",1,"percentage_stance",28,0.654545454545457
"rat25",1,"percentage_stance",29,0.354166666666667
"rat25",1,"percentage_stance",30,0.637681159420289
"rat25",1,"percentage_stance",37,0.634615384615369
"rat25",1,"percentage_stance",41,0.535714285714278
"rat25",1,"percentage_stance",42,0.510204081632658
"rat25",1,"percentage_stance",43,0.666666666666675
"rat25",1,"percentage_stance",48,0.63333333333334
"rat25",1,"percentage_stance",49,0.576923076923076
"rat25",1,"percentage_stance",50,0.684210526315782
"rat25",1,"percentage_stance",51,0.656716417910457
"rat25",14,"percentage_stance",6,0.655737704918043
"rat25",14,"percentage_stance",10,0.637931034482753
"rat25",14,"percentage_stance",11,0.6774193548387
"rat25",14,"percentage_stance",23,0.707692307692314
"rat25",14,"percentage_stance",24,0.680000000000007
"rat25",14,"percentage_stance",25,0.639344262295083
"rat25",14,"percentage_stance",26,0.673076923076945
"rat25",14,"percentage_stance",27,0.666666666666667
"rat25",14,"percentage_stance",28,0.61666666666668
"rat25",14,"percentage_stance",29,0.63333333333334
"rat25",14,"percentage_stance",30,0.656250000000002
"rat25",14,"percentage_stance",31,0.614035087719296
"rat25",14,"percentage_stance",32,0.610169491525419
"rat25",14,"percentage_stance",33,0.6078431372549
"rat25",14,"percentage_stance",34,0.66129032258065
"rat25",14,"percentage_stance",35,0.655172413793106
"rat25",14,"percentage_stance",36,0.654545454545457
"rat25",14,"percentage_stance",43,0.694915254237278
"rat25",14,"percentage_stance",44,0.603448275862061
"rat25",14,"percentage_stance",45,0.694915254237278
"rat25",14,"percentage_stance",46,0.606557377049165
"rat25",14,"percentage_stance",47,0.637931034482744
"rat25",14,"percentage_stance",48,0.65079365079365
"rat25",14,"percentage_stance",56,0.661764705882364
"rat25",14,"percentage_stance",57,0.581818181818183
"rat25",14,"percentage_stance",58,0.57627118644067
"rat25",14,"percentage_stance",59,0.647058823529402
"rat25",14,"percentage_stance",60,0.645161290322562
"rat25",14,"percentage_stance",61,0.685185185185177
"rat25",14,"percentage_stance",62,0.67187500000001
"rat25",14,"percentage_stance",65,0.618181818181812
"rat25",14,"percentage_stance",66,0.767441860465126
"rat25",14,"percentage_stance",67,0.68421052631578
"rat25",14,"percentage_stance",74,0.693548387096773
"rat25",14,"percentage_stance",81,0.624999999999986
"rat25",14,"percentage_stance",82,0.639344262295083
"rat25",48,"percentage_stance",4,0.595744680851068
"rat25",48,"percentage_stance",5,0.754385964912283
