"ratID","des_days","joint","cycle","data"
"rat22",-1,"hip",26,43.8372853633444
"rat22",-1,"hip",28,40.3646849909229
"rat22",-1,"hip",30,46.8853155776288
"rat22",-1,"hip",31,43.501973386408
"rat22",-1,"hip",32,46.7855994461402
"rat22",-1,"hip",33,46.0432815162425
"rat22",-1,"hip",34,46.4370530306899
"rat22",-1,"hip",35,45.1470413507929
"rat22",-1,"hip",36,44.4524559667456
"rat22",-1,"hip",37,41.8667848065061
"rat22",-1,"hip",38,44.4802253623154
"rat22",-1,"hip",39,53.4018500433309
"rat22",-1,"hip",40,44.9972825391906
"rat22",-1,"hip",41,44.322628367376
"rat22",-1,"hip",42,40.2410727996061
"rat22",-1,"hip",43,46.0435959161866
"rat22",-1,"hip",46,49.1022807523009
"rat22",-1,"hip",49,42.1783246356911
"rat22",-1,"hip",52,44.9796916985749
"rat22",-1,"hip",53,42.5628564094054
"rat22",-1,"hip",54,48.830305713082
"rat22",-1,"hip",55,49.124016593904
"rat22",-1,"hip",56,43.9539485813658
"rat22",-1,"hip",57,40.9350422624571
"rat22",-1,"hip",58,49.4114643829423
"rat22",-1,"hip",59,43.1161007864762
"rat22",-1,"hip",60,44.7612866133735
"rat22",-1,"hip",62,44.8705614764131
"rat22",-1,"hip",63,43.5560670043221
"rat22",-1,"hip",64,47.904886034929
"rat22",-1,"hip",65,41.6574944914373
"rat22",-1,"hip",66,43.45799393344
"rat22",-1,"hip",67,47.0395001356861
"rat22",-1,"hip",69,44.9391578860937
"rat22",-1,"hip",71,43.1110568519095
"rat22",-1,"hip",72,46.5176764948621
"rat22",-1,"hip",73,42.4707099900729
"rat22",-1,"hip",74,44.9858514267823
"rat22",-1,"hip",77,45.9795782407601
"rat22",-1,"hip",80,38.0473214581211
"rat22",-1,"hip",81,37.931359363412
"rat22",-1,"hip",82,43.8650628111934
"rat22",-1,"hip",83,46.8308942013192
"rat22",-1,"hip",84,47.9610504168545
"rat22",-1,"hip",85,46.4102194519947
"rat22",-1,"knee",1,44.9794174984431
"rat22",-1,"knee",2,42.6236842507622
"rat22",-1,"knee",3,46.5407129249437
"rat22",-1,"knee",4,42.757384547668
"rat22",-1,"knee",5,41.6157431838803
"rat22",-1,"knee",6,37.6771905380777
"rat22",-1,"knee",7,38.2540306715343
"rat22",-1,"knee",9,42.1275989858527
"rat22",-1,"knee",10,36.3502754562914
"rat22",-1,"knee",12,40.129683736735
"rat22",-1,"knee",13,44.3794351764361
"rat22",-1,"knee",14,42.8812980301513
"rat22",-1,"knee",15,39.8325871528635
"rat22",-1,"knee",16,49.4830931919755
"rat22",-1,"knee",19,42.5280752284658
"rat22",-1,"knee",20,40.8726916784533
"rat22",-1,"knee",21,38.5820036659404
"rat22",-1,"knee",22,40.0344091969957
"rat22",-1,"knee",23,41.1053326432733
"rat22",-1,"knee",24,41.4329153656579
"rat22",-1,"knee",26,39.3032499238522
"rat22",-1,"knee",27,36.8612163432817
"rat22",-1,"knee",28,43.5046364440261
